,group,dose_impact,group_decision,label,amountuom,rate_normaliser,n_subjects,n,mean_amount,std_amount,mean_amount_per_hour,std_amount_per_hour,mean_interval_minutes,std_interval_minutes,p_subjects,comment,Unnamed: 16
256,Labetalol,N,or,Labetalol,mg,1.0,3626,22993,56.8625652487107,135.022172963428,490.192713165581,493.436655514554,30.077327882399,79.0173289792256,0.071209740769835,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
257,Lansoprazole (Prevacid),N,or,Lansoprazole (Prevacid),dose,1.0,1302,3396,0.999705535924617,0.0171599555763645,59.982332155477,1.02959733458187,1.0,0.0,0.0255695208169678,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
258,Lansoprazole (Prevacid),N,or,Lansoprazole (Prevacid),mg,1.0,6,6,30.0000011920929,0.0,1800.00007152557,0.0,1.0,0.0,0.0001178318931657,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
259,Lepirudin,N,or,Lepirudin,mg,1.0,5,15,25.4040937496029,32.9426887963806,2.96667674047058,1.66047273286755,457.266666666667,521.644168083223,9.81932443047918e-05,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
260,Levetiracetam (Keppra),N,or,Levetiracetam (Keppra),dose,1.0,42,51,40.1764691217127,279.9187965322,51.8051208621439,279.134962067184,22.7843137254902,14.2454395867452,0.0008248232521602,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
261,Levetiracetam (Keppra),N,or,Levetiracetam (Keppra),grams,1.0,7,8,1.37500004563481,0.517549189301115,33.5000001825392,42.7584576771781,9.75,7.24568837309472,0.0001374705420267,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
262,Levetiracetam (Keppra),N,or,Levetiracetam (Keppra),mg,1.0,3323,15617,911.808683172872,485.086936894539,33537.4907756474,33981.8666294217,10.0303515399885,52.2120921083573,0.0652592301649647,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
263,Lidocaine,N,or,Lidocaine,mg,1.0,374,1462,613.62774093704,669.469578566057,1492.74289045454,2480.95718975914,461.395348837209,588.021811307909,0.0073448546739984,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
264,Linezolid,N,or,Linezolid,dose,1.0,895,6689,1.0,0.0,60.0,0.0,1.0,0.0,0.0175765907305577,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
265,Linezolid,N,or,Linezolid,mg,1.0,50,113,592.035421755462,48.442886041108,35522.1253053277,2906.57316246648,1.0,0.0,0.0009819324430479,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
266,Lipids (additive),N,or,Lipids (additive),grams,1.0,363,2077,33.0743110895695,18.3036266896105,1.88382071781835,0.821076010608986,1073.40250361098,512.211285991064,0.0071288295365278,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
267,Lipids (additive),N,or,Lipids 10%,ml,1.0,1,1,999.999986290932,18.3036266896105,41.6088759899139,0.821076010608986,1442.0,512.211285991064,1.96386488609584e-05,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
268,Lipids (additive),N,or,Lipids 20%,ml,1.0,36,108,264.377778979087,214.865710277161,346.656788984935,601.645001065999,443.759259259259,336.019494048715,0.0007069913589945,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
269,Lorazepam (Ativan),N,or,Lorazepam (Ativan),mg,1.0,7941,37331,1.15537520700092,1.8878137061269,64.0246693213666,47.8784019849535,2.99657121427232,45.3428341725427,0.15595051060487,"What range of volumes here? I think it refers to Lactated Ringer's, which is an IV fluid, but I'm not certain!",pg: is it picogram or per gram?
270,Magnesium Sulfate,N,or,Magnesium Sulfate,dose,1.0,1,2,2.00000010430813,0.0,2.00000010430813,0.0,60.0,0.0,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
271,Magnesium Sulfate,N,or,Magnesium Sulfate,grams,1.0,26401,72355,2.14752349743827,2.44924956154551,2.11585144662378,2.44052029062359,62.6920046990533,28.5334844182185,0.518479968578162,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
272,Magnesium Sulfate,N,or,Magnesium Sulfate,mg,1.0,1,1,40.0000030640513,2.44924956154551,40.0000030640513,2.44052029062359,60.0,28.5334844182185,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
273,Magnesium Sulfate,N,or,Magnesium Sulfate (Bolus),ml,1.0,21356,51767,52.0291046687423,10.8302250849991,51.3548124157816,14.1436313952193,61.757876639558,13.540367816118,0.419402985074627,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
274,Magnesium Sulfate,N,or,Magnesium Sulfate (OB-GYN),grams,1.0,60,118,10.984314316418,7.70452996081785,3.83323056954827,16.2700201495899,359.686440677966,288.115827229334,0.0011783189316575,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
275,Mannitol,N,or,Mannitol,grams,1.0,516,2046,44.852967608822,42.99226102166,236.746654627347,1109.80637316952,44.9936461388074,60.4862970899014,0.0101335428122545,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
276,Mannitol,N,or,Mannitol,mg,1.0,1,3,12.5000003026798,0.0,12.5000003026798,0.0,60.0,0.0,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
277,Meperidine (Demerol),N,or,Meperidine (Demerol),mg,1.0,893,1587,15.7720229230694,8.38446596465809,946.321375384163,503.067957879486,1.0,0.0,0.0175373134328358,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
278,Meropenem,N,or,Meropenem,dose,1.0,2956,36940,1.09731997834326,7.80883211685025,65.8391987005956,468.529927011017,1.0,0.0,0.0580518460329929,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
279,Meropenem,N,or,Meropenem,grams,1.0,69,159,26.2264150943396,156.925279507349,1573.58490566038,9415.51677044092,1.0,0.0,0.0013550667714061,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
280,Meropenem,N,or,Meropenem,mg,1.0,213,994,610.663983997115,353.050241565091,36639.8390398269,21183.0144939055,1.0,0.0,0.0041830322073841,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
281,Methadone Hydrochloride,N,or,Methadone Hydrochloride,mg,1.0,195,1870,19.4678621402494,19.9033757590104,1047.15092967792,742.031963356875,7.11871657754011,76.9578332804457,0.0038295365278868,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
282,Metoprolol,N,or,Metoprolol,mcg,1.0,1,1,4.99999987368938,19.9033757590104,299.999992421362,742.031963356875,1.0,76.9578332804457,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
283,Metoprolol,N,or,Metoprolol,mg,1.0,9936,58912,5.69838950373643,3.39902990328969,341.903370224186,203.941794197381,1.0,0.0,0.195129615082482,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
284,Metronidazole,N,or,Metronidazole,dose,1.0,6774,55305,1.08771358828316,7.63004273256782,65.2628152969894,457.802563954074,1.0,0.0,0.133032207384132,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
285,Metronidazole,N,or,Metronidazole,grams,1.0,1,1,2.0,7.63004273256782,120.0,457.802563954074,1.0,0.0,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
286,Metronidazole,N,or,Metronidazole,mcg,1.0,1,1,500.000023748726,7.63004273256782,30000.0014249235,457.802563954074,1.0,0.0,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
287,Metronidazole,N,or,Metronidazole,mg,1.0,320,1274,498.391679754123,53.091433872341,29903.5007852474,3185.48603234046,1.0,0.0,0.0062843676355066,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
288,Micafungin,N,or,Micafungin,dose,1.0,947,4573,1.0,0.0,60.0,0.0,1.0,0.0,0.0185978004713276,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
289,Micafungin,N,or,Micafungin,mcg,1.0,1,1,0.999999997475243,0.0,59.9999998485145,0.0,1.0,0.0,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
290,Micafungin,N,or,Micafungin,mg,1.0,54,92,95.7717405639731,16.9861634713292,5746.30443383838,1019.16980827975,1.0,0.0,0.0010604870384917,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
291,Midazolam (Versed),N,or,Midazolam (Versed),mg,1.0,9178,107299,13.2622911491498,32.1044604160751,47.9274765514708,76.217548906277,171.681376340879,378.918015027011,0.180243519245876,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
292,Milrinone,N,or,Milrinone,mg,1.0,1009,9507,12.4426089584422,7.38830445613095,2.26540026186057,12.7819042215447,467.75754707058,348.793150309339,0.019815396700707,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
293,Morphine Sulfate,N,or,Morphine Sulfate,mg,1.0,12858,72038,3.86563941324322,10.7401151545993,133.890929419999,94.7710982927119,16.6180488075738,100.342152944978,0.252513747054203,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
294,Multivitamins,N,or,Multivitamins,ml,1.0,932,1575,13.3239710959661,48.7253948940327,2.54674402642773,10.4827211872003,413.165079365079,237.388616400507,0.0183032207384132,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
295,Multivitamins,N,or,Multivitamins,mm^3,1.0,1,1,0.968750010770236,48.7253948940327,0.125000001389708,10.4827211872003,465.0,237.388616400507,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
296,Mycophenolate mofetil (Cellcept),N,or,Mycophenolate mofetil (Cellcept),mg,1.0,12,50,895.00004791189,257.984749476507,456.137955095619,167.497529324677,119.9,10.2265161542463,0.0002356637863315,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
297,NaCl,Y,w_sum,NaCl 0.45%,ml,0.001,2626,9951,463.068121235373,392.476354970454,2430.66729179981,9043.09985274459,310.279268415235,447.718943931439,0.0515710919088767,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
298,NaCl,Y,w_sum,NaCl 0.9%,L,1.0,4,4,1.5,0.577350269189626,90.0,34.6410161513775,1.0,0.0,7.85545954438335e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
299,NaCl,Y,w_sum,NaCl 0.9%,ml,0.001,44381,1246088,130.492813655673,241.814418647385,2435.94076082998,9078.85045320933,239.005824628758,588.945473925496,0.871582875098193,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
300,NaCl,Y,w_sum,NaCl 23.4%,ml,0.001,191,309,57.9538198696709,31.7010948265439,680.962614016336,1200.36149053753,12.5695792880259,35.8850868911594,0.003750981932443,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
301,NaCl,Y,w_sum,NaCl 3% (Hypertonic Saline),ml,0.001,1134,8473,235.809086475242,180.710788599828,248.824630902765,1495.31632030218,385.286085211849,326.361333980377,0.0222702278083268,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
302,Nafcillin,N,or,Nafcillin,dose,1.0,547,11154,1.0,0.0,60.0,0.0,1.0,0.0,0.0107423409269442,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
303,Nafcillin,N,or,Nafcillin,grams,1.0,31,344,1.95058139534884,0.217056130108948,117.03488372093,13.0233678065369,1.0,0.0,0.0006087981146897,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
304,Nafcillin,N,or,Nafcillin,mcg,1.0,1,2,0.999999997475243,0.0,59.9999998485145,0.0,1.0,0.0,1.96386488609584e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
305,Nafcillin,N,or,Nafcillin,mg,1.0,2,8,38.1250005884795,51.2373685277959,2287.50003530877,3074.24211166775,1.0,0.0,3.92772977219167e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
306,Naloxone (Narcan),N,or,Naloxone (Narcan),dose,1.0,2,2,1.0,0.0,60.0,0.0,1.0,0.0,3.92772977219167e-05,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
307,Naloxone (Narcan),N,or,Naloxone (Narcan),mcg,1.0,14,26,28.9230761952607,17.1471814339789,1735.38457171564,1028.83088603873,1.0,0.0,0.0002749410840534,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
308,Naloxone (Narcan),N,or,Naloxone (Narcan),mg,1.0,263,656,0.803154395993362,0.780779459678269,10.7525789615615,28.8677884442407,127.076219512195,185.875802699127,0.005164964650432,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
309,Neostigmine (Prostigmin),N,or,Neostigmine (Prostigmin),mg,1.0,1990,2016,3.10659727764442,6.27068902008508,186.395836658665,376.241341205104,1.0,0.0,0.0390809112333071,I'm not sure how to unify the grams and mls here,pg: is it picogram or per gram?
310,Nepro (1/2),Y,w_sum,Nepro (1/2),ml,1.0,3,12,502.842407909532,380.60465953526,74.2866382747889,35.8125987348236,388.916666666667,215.495816594422,5.89159465828751e-05,Oral,pg: is it picogram or per gram?
311,Nepro (1/2),Y,w_sum,Nepro (Full),ml,1.0,1274,16583,323.424654772692,285.100172378558,51.3770620038965,248.621249234238,484.902490502322,385.682517338896,0.025019638648861,Oral,pg: is it picogram or per gram?
312,Nesiritide,N,or,Nesiritide,mg,1.0,18,57,0.673433091648939,0.464577995827569,0.0898413058717109,0.067683934801171,575.298245614035,484.771115539234,0.0003534956794972,Oral,pg: is it picogram or per gram?
313,Nicardipine,N,or,Nicardipine,mg,1.0,2805,37155,12.6250615359795,19.4666849668639,7.89535606375031,32.1913435337405,101.209204683084,131.463785467661,0.0550864100549882,Oral,pg: is it picogram or per gram?
314,Nicardipine,N,or,Nicardipine 40mg/200,mg,1.0,757,10355,9.28415226084347,11.1390379786765,6.91593693233975,5.59204595424131,89.2695316272332,110.891913546379,0.0148664571877455,Oral,pg: is it picogram or per gram?
315,Nitroglycerin,N,or,Nitroglycerin,mg,1.0,7277,76029,8.10203440069318,15.8800107097427,6.50906801202798,24.0877874194019,79.7604466716648,146.322672764116,0.142910447761194,Oral,pg: is it picogram or per gram?
316,Nitroprusside,N,or,Nitroprusside,mg,1.0,562,7371,9.16425161394585,15.7468812016281,6.76613853378817,35.7364523102259,94.0124813458147,140.744139253789,0.0110369206598586,Oral,pg: is it picogram or per gram?
317,Norepinephrine,Y,sum,Norepinephrine,mg,1.0,10577,332191,1.16653160570662,2.03481276825605,0.768050705095036,4.39216817888891,104.488842262433,143.694357773663,0.207717989002357,Vasodilator dose/rate important,pg: is it picogram or per gram?
318,NovaSource Renal,Y,w_sum,NovaSource Renal (1/2),ml,1.0,15,130,334.842961873802,283.076342039789,43.1964456232694,20.7623070167038,469.861538461539,339.369496417091,0.0002945797329143,Oral,pg: is it picogram or per gram?
319,NovaSource Renal,Y,w_sum,NovaSource Renal (3/4),ml,1.0,7,59,517.931522533045,482.486911940543,57.8536357162362,32.9648341612808,579.677966101695,633.508442114448,0.0001374705420267,Oral,pg: is it picogram or per gram?
320,NovaSource Renal,Y,w_sum,NovaSource Renal (Full),ml,1.0,290,4222,292.650732061034,268.275478578982,45.4590383625255,180.626581359761,505.89009947892,418.982653144099,0.0056952081696779,Oral,pg: is it picogram or per gram?
321,Nutren,Y,w_sum,Nutren 2.0 (1/2),ml,1.0,7,45,242.513971205552,182.084778687936,37.3235946893692,18.7304361988994,398.933333333333,260.130858677635,0.0001374705420267,Oral,pg: is it picogram or per gram?
322,Nutren,Y,w_sum,Nutren 2.0 (1/4),ml,1.0,6,29,321.733976980222,284.047523460547,38.0243765177398,30.7752886911861,547.034482758621,454.735282708414,0.0001178318931657,Oral,pg: is it picogram or per gram?
323,Nutren,Y,w_sum,Nutren 2.0 (2/3),ml,1.0,3,17,162.096633713035,130.088094270448,43.6531444156871,18.5276239453691,230.882352941176,148.441858295151,5.89159465828751e-05,Oral,pg: is it picogram or per gram?
324,Nutren,Y,w_sum,Nutren 2.0 (3/4),ml,1.0,8,82,664.559334447835,543.136524697017,45.5933873900553,11.2227696910257,840.378048780488,616.977031812206,0.0001571091908876,Oral,pg: is it picogram or per gram?
325,Nutren,Y,w_sum,Nutren 2.0 (Full),ml,1.0,338,3766,299.361238087088,261.52937474645,34.1989988701609,31.4873591013218,543.108072225173,418.507815661962,0.0066378633150039,Oral,pg: is it picogram or per gram?
326,Nutren,Y,w_sum,Nutren Pulmonary (1/2),ml,1.0,6,43,422.909220777972,537.888444912844,81.1997851244239,203.156608941112,436.93023255814,327.65322808383,0.0001178318931657,Oral,pg: is it picogram or per gram?
327,Nutren,Y,w_sum,Nutren Pulmonary (3/4),ml,1.0,2,13,312.608595822866,192.625615564732,64.5327388781768,17.8146802985434,282.615384615385,139.645108794603,3.92772977219167e-05,Oral,pg: is it picogram or per gram?
328,Nutren,Y,w_sum,Nutren Pulmonary (Full),ml,1.0,438,5693,317.07082338796,346.399268936626,44.0444261378704,75.702882633723,463.484103284736,391.038226912822,0.0086017282010997,Oral,pg: is it picogram or per gram?
329,Nutren,Y,w_sum,Nutren Renal (1/2),ml,1.0,7,80,294.651351472363,326.220415193429,57.0657357797027,28.9052179987245,332.95,330.914953317486,0.0001374705420267,Oral,pg: is it picogram or per gram?
330,Nutren,Y,w_sum,Nutren Renal (1/4),ml,1.0,1,3,505.056406666835,403.761663999115,30.0030213594437,8.66287019376193,907.0,630.342763899135,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
331,Nutren,Y,w_sum,Nutren Renal (3/4),ml,1.0,3,61,567.3896658103,865.611315385023,42.8105882787314,17.4974989751581,738.114754098361,1159.76836909159,5.89159465828751e-05,Oral,pg: is it picogram or per gram?
332,Nutren,Y,w_sum,Nutren Renal (Full),ml,1.0,128,1718,312.67075445166,306.268406590295,35.8700286341577,51.7540512896736,549.203725261933,461.553824429777,0.0025137470542026,Oral,pg: is it picogram or per gram?
333,OR Autologous Blood Intake,Y,sum,OR Autologous Blood Intake,ml,1.0,203,203,667.793103448276,532.967060590966,40067.5862068966,31978.0236354579,1.0,0.0,0.0039866457187745,Oral,pg: is it picogram or per gram?
334,OR Cell Saver Intake,Y,sum,OR Cell Saver Intake,ml,1.0,6582,6732,528.169934640523,499.505490060242,31690.1960784314,29970.3294036145,1.0,0.0,0.129261586802828,Oral,pg: is it picogram or per gram?
335,OR Colloid Intake,Y,w_sum,OR Colloid Intake,ml,1.0,1887,2028,973.609960552268,1300.27320275967,58416.5976331361,78016.3921655804,1.0,0.0,0.0370581304006284,Oral,pg: is it picogram or per gram?
336,OR Colloid Intake,Y,w_sum,PACU Colloid Intake,ml,1.0,233,239,1031.64435146444,1474.45876520627,61898.6610878661,88467.525912376,1.0,0.0,0.0045758051846033,Oral,pg: is it picogram or per gram?
337,OR Cryoprecipitate Intake,Y,sum,OR Cryoprecipitate Intake,ml,1.0,541,572,313.393356643357,360.095328142194,18803.6013986014,21605.7196885316,1.0,0.0,0.0106245090337785,Oral,pg: is it picogram or per gram?
338,OR Crystalloid Intake,Y,w_sum,OR Crystalloid Intake,L,1.0,10,10,4.6,2.75680975041804,276.0,165.408585025083,1.0,0.0,0.0001963864886095,Oral,pg: is it picogram or per gram?
339,OR Crystalloid Intake,Y,w_sum,OR Crystalloid Intake,ml,0.001,15872,20236,2263.68195295513,1552.51017118433,135820.917177308,93150.6102710597,1.0,0.0,0.311704634721131,Oral,pg: is it picogram or per gram?
340,OR Crystalloid Intake,Y,w_sum,PACU Crystalloid Intake,L,1.0,1,1,5.0,1552.51017118433,300.0,93150.6102710597,1.0,0.0,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
341,OR Crystalloid Intake,Y,w_sum,PACU Crystalloid Intake,ml,0.001,2126,2250,1898.77555555556,1515.71626917796,113926.533333333,90942.9761506777,1.0,0.0,0.0417517674783975,Oral,pg: is it picogram or per gram?
342,OR FFP Intake,Y,w_sum,OR FFP Intake,L,1.0,1,2,3.0,2.82842712474619,180.0,169.705627484771,1.0,0.0,1.96386488609584e-05,Oral,pg: is it picogram or per gram?
343,OR FFP Intake,Y,w_sum,OR FFP Intake,ml,0.001,2163,2442,1095.52375102375,1565.71580382193,65731.425061425,93942.9482293157,1.0,0.0,0.042478397486253,Oral,pg: is it picogram or per gram?
344,OR FFP Intake,Y,w_sum,OR FFP Intake,uL,1.0,1,1,2.0000000949949,1565.71580382193,120.000005699694,93942.9482293157,1.0,0.0,1.96386488609584e-05,Oral,the mean is telling that uL is mistyped from L.
345,OR FFP Intake,Y,w_sum,PACU FFP Intake,ml,0.001,38,38,494.815789473684,327.514378084478,29688.947368421,19650.8626850687,1.0,0.0,0.0007462686567164,Oral,the mean is telling that uL is mistyped from L.
346,OR Packed RBC Intake,Y,w_sum,OR Packed RBC Intake,ml,0.001,4336,5004,1072.24220623501,1470.47869645608,64334.5323741007,88228.7217873649,1.0,0.0,0.0851531814611155,Oral,the mean is telling that uL is mistyped from L.
347,OR Packed RBC Intake,Y,w_sum,OR Packed RBC Intake,uL,1.0,1,1,2.0000000949949,1470.47869645608,120.000005699694,88228.7217873649,1.0,0.0,1.96386488609584e-05,Oral,the mean is telling that uL is mistyped from L.
348,OR Packed RBC Intake,Y,w_sum,PACU Packed RBC Intake,ml,0.001,173,175,600.005714285714,480.179558095861,36000.3428571428,28810.7734857516,1.0,0.0,0.0033974862529458,Oral,the mean is telling that uL is mistyped from L.
349,OR Platelet Intake,Y,w_sum,OR Platelet Intake,ml,1.0,1914,2155,460.009744779582,404.402667580955,27600.5846867749,24264.1600548573,1.0,0.0,0.0375883739198743,Oral,the mean is telling that uL is mistyped from L.
350,OR Platelet Intake,Y,w_sum,PACU Platelet Intake,ml,1.0,22,23,318.434782608696,132.729330213085,19106.0869565217,7963.75981278511,1.0,0.0,0.000432050274941,Oral,the mean is telling that uL is mistyped from L.
351,Octreotide,N,or,Octreotide,mcg,1.0,748,4296,423.92405326068,139.4476213509,51.8085478570656,36.8456977015782,510.671322160149,189.0065233501,0.0146897093479969,Oral,the mean is telling that uL is mistyped from L.
352,Octreotide,N,or,Octreotide,mg,1.0,403,1802,0.496813314496729,0.17471440272202,0.0514330007112509,0.0229818780864017,598.750277469478,223.610867114391,0.0079143754909662,Oral,the mean is telling that uL is mistyped from L.
353,Omeprazole (Prilosec),N,or,Omeprazole (Prilosec),dose,1.0,2128,3448,1.00377030162413,0.0658588703021248,60.2262180974478,3.95153221812748,1.0,0.0,0.0417910447761194,Oral,the mean is telling that uL is mistyped from L.
354,Omeprazole (Prilosec),N,or,Omeprazole (Prilosec),mg,1.0,12,16,32.5000023003668,10.0000007078052,1950.00013802201,600.000042468309,1.0,0.0,0.0002356637863315,Oral,the mean is telling that uL is mistyped from L.
355,Ondansetron (Zofran),N,or,Ondansetron (Zofran),grams,1.0,1,1,4.0,10.0000007078052,240.0,600.000042468309,1.0,0.0,1.96386488609584e-05,Oral,the mean is telling that uL is mistyped from L.
356,Ondansetron (Zofran),N,or,Ondansetron (Zofran),mg,1.0,1757,3123,4.15337836060326,1.28405343698649,249.202701636195,77.0432062191892,1.0,0.0,0.0345051060487038,Oral,the mean is telling that uL is mistyped from L.
357,Optisource,N,or,Optisource,ounces,1.0,1,1,4.00000005382289,1.28405343698649,240.000003229373,77.0432062191892,1.0,0.0,1.96386488609584e-05,Oral,the mean is telling that uL is mistyped from L.
358,Osmolite 1.5 (Full),Y,sum,Osmolite 1.5 (Full),ml,1.0,854,10973,325.462485144815,286.661259092305,50.6193116017329,73.3848932604239,420.114827303381,321.502306770863,0.0167714061272584,Oral,the mean is telling that uL is mistyped from L.
359,PACU PO Intake,Y,w_sum,PACU PO Intake,ml,1.0,121,131,653.251908396947,1668.09993402679,39195.1145038168,100085.996041607,1.0,0.0,0.0023762765121759,Oral,the mean is telling that uL is mistyped from L.
360,PACU PO Intake,Y,w_sum,PO Intake,L,1.0,1,2,1.0,0.0,60.0,0.0,1.0,0.0,1.96386488609584e-05,Oral,the mean is telling that uL is mistyped from L.
361,PACU PO Intake,Y,w_sum,PO Intake,ml,0.001,39087,427639,187.797359455054,141.045373834314,11267.8415673033,8462.72243005875,1.0,0.0,0.76761586802828,Oral,the mean is telling that uL is mistyped from L.
362,PACU PO Intake,Y,w_sum,PO Intake,pL,0.001,1,1,119.99999571799,141.045373834314,7199.99974307939,8462.72243005875,1.0,0.0,1.96386488609584e-05,Oral,the mean suggests pL = L and not the picoL
363,Packed Red Blood Cells,Y,sum,Packed Red Blood Cells,ml,1.0,12944,52424,325.409291659967,97.5568179678838,379.534453392385,1019.49491158118,83.9323019990844,58.1268676769036,0.254202670856245,Oral,the mean suggests pL = L and not the picoL
364,Pamidronate,N,or,Pamidronate,mg,1.0,9,10,58.0000024288893,23.4757565250512,3480.00014573336,1408.54539150307,1.0,0.0,0.0001767478397486,Oral,the mean suggests pL = L and not the picoL
365,Pantoprazole (Protonix),N,or,Pantoprazole (Protonix),dose,1.0,11501,49614,1.00542185673399,0.353379939077419,60.3253114040392,21.2027963446451,1.0,0.0,0.225864100549882,Oral,the mean suggests pL = L and not the picoL
366,Pantoprazole (Protonix),N,or,Pantoprazole (Protonix),mcg,1.0,2,2,39.999998989515,0.0,2399.9999393709,0.0,1.0,0.0,3.92772977219167e-05,Oral,the mean suggests pL = L and not the picoL
367,Pantoprazole (Protonix),N,or,Pantoprazole (Protonix),mg,1.0,2156,8090,64.9108299395254,23.2726518938415,193.23333478189,709.592058514799,457.75129789864,210.135389428794,0.0423409269442262,Oral,the mean suggests pL = L and not the picoL
368,Penicillin G potassium,N,or,Penicillin G potassium,dose,1.0,118,1826,1.0,0.0,60.0,0.0,1.0,0.0,0.002317360565593,Oral,the mean suggests pL = L and not the picoL
369,Penicillin G potassium,N,or,Penicillin G potassium,mg,1.0,1,1,250.0,0.0,15000.0,0.0,1.0,0.0,1.96386488609584e-05,Oral,the mean suggests pL = L and not the picoL
370,Pentobarbital,N,or,Pentobarbital,mg,1.0,65,768,1106.42807649949,1073.1793010365,273.226292523532,566.94121880822,403.483072916667,490.043440295577,0.0012765121759622,Oral,the mean suggests pL = L and not the picoL
371,Peptamen,Y,w_sum,Peptamen 1.5 (1/2),ml,1.0,4,35,417.051166651079,278.567316982785,42.6596320867539,30.5790293951237,805.542857142857,545.812203367182,7.85545954438335e-05,Oral,the mean suggests pL = L and not the picoL
372,Peptamen,Y,w_sum,Peptamen 1.5 (1/4),ml,1.0,2,17,309.613141941674,186.833882119158,50.8136457555434,14.4746481973883,358.294117647059,174.760108686838,3.92772977219167e-05,Oral,the mean suggests pL = L and not the picoL
373,Peptamen,Y,w_sum,Peptamen 1.5 (3/4),ml,1.0,2,60,437.936932209134,150.077977684075,53.1929085850716,8.434999480423,490.583333333333,157.6107941398,3.92772977219167e-05,Oral,the mean suggests pL = L and not the picoL
374,Peptamen,Y,w_sum,Peptamen 1.5 (Full),ml,1.0,161,2196,315.80489916502,336.188566626784,42.0640272191151,33.2090673599564,444.822404371585,363.971685760584,0.0031618224666143,Oral,the mean suggests pL = L and not the picoL
